num_dossier,nom_site,date_creasite,adresse,quartier,secteur,commune,ev_tabac,ev_proprietaire,nb_acces,ev_fermable,ev_typologie,nb_arbres,acces_pmr
MNTP_000114,Abords Allée Henri II de Montmorency,19720101.0,Allée Henri II de Montmorency,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,66.0,Non
MNTP_000131,Rond-point Évariste Galois,19890401.0,Avenue Président Pierre Mendès France,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,18.0,Non
MNTP_000219,Abords Allée de la Martelle,19871201.0,Allée de la Martelle,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000258,Abords parking du Stade de la Mosson,19880101.0,Avenue de Heidelberg,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000220,Maison Pour Tous Albert Dubout,19830101.0,Avenue de la Justice de Castelnau,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000274,Jardin de la Monnaie,19500101.0,Rue de la Monnaie,Centre,Écusson,Montpellier,Non,Commune,1.0,Non,3. Acc. de bât. et équipements publics,0.0,Oui
MNTP_000164,Maison d'enfants,19600101.0,Rue de la Monnaie,Centre,Écusson,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000960,Rond-point Avenue Saint-Maurice de Sauret,20020207.0,Avenue Saint-Maurice de Sauret,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000556,Abords Rue Alfred Nobel,19910801.0,Rue Alfred Nobel,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,47.0,Non
MNTP_001168,Abords Rue de Saint-Hilaire,20140903.0,Rue de Saint-Hilaire,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_000664,Abords piste cyclable Avenue Albert Einstein,19920501.0,Avenue Albert Einstein,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000735,Ilots Rue Bernard Lecache,19940115.0,Rue Bernard Lecache,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000834,Abords Route de Lavérune,19970905.0,Route de Lavérune,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,50.0,Non
MNTP_000878,Ilots Avenue Henri Becquerel,19990928.0,Carrefour Becquerel-Marels,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,121.0,Non
MNTP_000081,Place d'Italie,19720101.0,Place d'Italie,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,6.0,Non
MNTP_000186,Terrasse des Arceaux,19980101.0,Place des Arceaux,Centre,Peyrou,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,0.0,Oui
MNTP_001074,Abords ACM Résidence CERES,20080305.0,Rue Pierre Cardenal,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,4. Acc. d'habitations,18.0,Non
MNTP_000069,Parc Azéma,18500101.0,Rue des Communautés,Nord-Ouest,Mosson,Montpellier,Non,Commune,5.0,Non,1. Parcs et squares,0.0,En partie
MNTP_001076,Berges du Rieucoulon,20080416.0,Rue Rouget de Lisle - Pas du Loup - Sichuan - Cheng Du - Rte de Lavérune,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Non,9. Espaces de nature,0.0,Non
MNTP_001246,Place Alexandre Laissac,20181101.0,Place Alexandre Laissac,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000831,Réserve Naturelle du Lez,19600101.0,50 Avenue val d'Agropolis,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,0.0,Non
MNTP_001263,Cheminement Villa Marie,20221231.0,Rue du Pioch de Boutonnet,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Oui
MNTP_000302,Plan de L'Université,19600101.0,Plan de l'Université,Centre,Écusson,Montpellier,Non,Commune,0.0,Non,12. Place,4.0,Non
MNTP_000458,Square Docteur Fourcade,19931215.0,Avenue Dr Jacques Fourcade/ Métairie de Saysset,Sud,Prés d'Arènes,Montpellier,Non,Commune,3.0,Oui,1. Parcs et squares,21.0,Oui
MNTP_000844,Bassin Jacques Coeur,19981201.0,Avenue Raymond Dugrand,Est,Port Marianne,Montpellier,Non,Commune,6.0,Non,1. Parcs et squares,25.0,Oui
MNTP_000899,Abords CRS Rue Camille Flammarion,19991115.0,Rue Camille Flammarion,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,57.0,Non
MNTP_000352,École élémentaire Julie Daubié,19700101.0,Allée de l'Aqueduc,Nord-Ouest,Cévennes,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,2.0,Oui
MNTP_000900,ZAC Richter,20000715.0,Rue Vendémiaire,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,111.0,Non
MNTP_000787,Abords École élémentaire Emile Combes,19951030.0,Rue Edmond Lautard,Nord-Ouest,Cévennes,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,2.0,Oui
MNTP_001033,Abords Rue Léonard de Vinci,20060426.0,Rue Léonard de Vinci,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,40.0,Non
MNTP_001167,Tram Ligne 3 - Abords Avenue Raymond Dugrand,20140903.0,Avenue Raymond Dugrand,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,155.0,Non
MNTP_000419,Maison Pour Tous Fanfone Guillerme,19910601.0,Rue des Avant-Monts,Nord-Ouest,Cévennes,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_000857,Parc Mas de Neuville,19981125.0,Avenue du Château d'O,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,6.0,Oui
MNTP_000400,École élémentaire Jean Macé,19000101.0,289 Rue de Saint Hilaire,Sud,Prés d'Arènes,Montpellier,Non,Commune,2.0,Oui,6. Espaces verts écoles et crèches,9.0,Oui
MNTP_000307,Domaine de Grammont - Abords Zénith,19810101.0,Avenue Albert Einstein,Est,Grammont,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,40.0,Non
MNTP_000709,Square Tataï,19941015.0,Rue Paul Rimbaud,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,Oui
MNTP_000251,Square des Escarcelliers,19790101.0,Rue des Corrégiers,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,En partie
MNTP_000997,Parc du Mas Nouguier,20070401.0,Chemin des Comportes,Sud,Croix d'Argent,Montpellier,Non,Commune,6.0,Non,1. Parcs et squares,40.0,Oui
MNTP_000065,Square des Aiguerelles,18500101.0,603 Avenue du pont Trinquat,Sud,Prés d'Arènes,Montpellier,Non,Commune,1.0,Oui,1. Parcs et squares,20.0,En partie
MNTP_000310,Domaine de Grammont - Parc du Château,18500101.0,Avenue Albert Einstein,Est,Grammont,Montpellier,Non,Commune,4.0,Oui,1. Parcs et squares,89.0,Oui
MNTP_000439,Esplanade de l'Europe,19901001.0,Esplanade de l'Europe,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,7.0,Oui
MNTP_000517,Place de Thessalie,19910101.0,Avenue Jacques Cartier,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,15.0,Oui
MNTP_000529,Jardin archéologique des potiers,19930601.0,Rue du Faubourg de Nîmes,Centre,Écusson,Montpellier,Non,Commune,3.0,Non,1. Parcs et squares,24.0,En partie
MNTP_000773,Berges du Lez - Maison du Lez,19950401.0,Avenue du Pirée,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,36.0,Oui
MNTP_000971,Parc Bartholomé,20030507.0,Avenue Saint-Clément,Nord-Ouest,Cévennes,Montpellier,Non,Commune,3.0,Non,1. Parcs et squares,1.0,Oui
MNTP_001056,Square Theophraste Renaudot,20080627.0,12 Boulevard Pasteur,Centre,Écusson,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,0.0,Oui
MNTP_001069,Parc du Belvédère,20080318.0,Rue de Bugarel,Sud,Croix d'Argent,Montpellier,Oui,Commune,2.0,Oui,1. Parcs et squares,80.0,Oui
MNTP_001181,La Peupleraie,20141010.0,Rue Leonard de Vinci,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,Non
MNTP_000973,Abords Rue Jean Thuile,20021115.0,Rue Jean Thuile,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,22.0,Non
MNTP_000823,Aqueduc Saint-Clément - Allée de l'Aqueduc,19970401.0,Allée de l'Aqueduc,Nord-Ouest,Cévennes,Montpellier,Non,Commune,4.0,Non,9. Espaces de nature,0.0,Non
MNTP_000895,Abords Rue Michel Teule,20000712.0,Rue Michel Teule,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,10.0,Non
MNTP_000294,Berges du Lez - Cyprès,19820101.0,Rue des Acconiers,Sud,Prés d'Arènes,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,242.0,Non
MNTP_001250,Prairie de jeux - Petit bard,19000101.0,Rue des Araucarias,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,Oui
MNTP_001244,Abords Rue Émile Picard,19000101.0,Rue Émile Picard,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000178,Sous-bois Cité Astruc,19880101.0,Rue des Coronilles,Nord-Ouest,Cévennes,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,0.0,Oui
MNTP_000165,École élémentaire Galilée,20220901.0,Rue Jaufre Rudel,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,3.0,Oui
MNTP_001280,Square Christine Boumesteer,20220101.0,Rue de Forcrand,Centre,Verdanson,Montpellier,Non,3M,2.0,Oui,1. Parcs et squares,0.0,Non
MNTP_001277,ZAC 2000,20200525.0,Rue Maurice Béjart,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,5. Acc. de zones indus. et commerciales,186.0,Non
MNTP_002531,Abords Rue Jean Coll de Carrera,20210101.0,Rues J. Coll de Carrera - Pas du Loup - Pierre Bouyeron,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,22.0,Non
MNTP_000698,Ilots Rue de la Vieille Poste,19930501.0,Rue de la Vieille Poste,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,51.0,Non
MNTP_001285,Abords Rue de Pommessargues,20160104.0,Rue de Pommessargues,Est,Port Marianne,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,62.0,Non
MNTP_000649,Abords Rue du Moulin de Gasconnet,19920301.0,Rue du Moulin de Gasconnet,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,13.0,Non
MNTP_000587,Abords Avenue Albert Dubout - Sud,19700101.0,Avenue Albert Dubout,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000673,Ilot Rue de Méric,19921201.0,Rue de Méric,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000770,Abords Rue Antoine-Laurent Jussieu,19950210.0,Rue Antoine-Laurent Jussieu,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,3.0,Non
MNTP_000234,Ilot Avenue Guilhem de Poitiers,19921001.0,Rue des Baléares,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_001079,Rond-point Yitzhak Rabin - Anouar Al Sadate,20050101.0,Avenue de Maurin,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,2.0,Non
MNTP_000417,École élémentaire Sun Yat Sen,20220901.0,Rue de la Croix de Figuerolles,Nord-Ouest,Cévennes,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_001171,Tram Ligne 3 - Allée Françoise Sagan,20140903.0,Allée Françoise Sagan,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000197,Abords Avenue Président Pierre Mendès France - Ouest,19700101.0,Avenue Président Pierre Mendès France,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,4.0,Non
MNTP_000539,Abords Médiathèque Victor Hugo,19930101.0,Rue Guillaume Janvier,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,4.0,Oui
MNTP_000945,Esplanade Gabriel Michel,20020101.0,Rue de la Vieille Poste,Est,Port Marianne,Montpellier,Non,Commune,1.0,Oui,1. Parcs et squares,83.0,Oui
MNTP_000819,Abords Rue Giacomo Puccini,19961216.0,166 Rue Giacomo Puccini,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000880,Abords Rue des Seychelles,19991001.0,Rue des Seychelles,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000828,Abords stade de la Mosson,19850101.0,Avenue de Heidelberg,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000354,École élémentaire Léo Malet,19700101.0,Allée Pierre Carabasse,Nord-Ouest,Mosson,Montpellier,Non,Commune,4.0,Non,6. Espaces verts écoles et crèches,20.0,Oui
MNTP_000090,Rond-point Léon Bourgeois,19850101.0,Avenue du Père Soulas,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_000326,Abords Rue du Plan du Palais,19760101.0,Rue du Plan du Palais,Centre,Écusson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_000166,École maternelle Indira Gandhi,19700101.0,Rue Pierre Cardenal,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,2.0,Non,6. Espaces verts écoles et crèches,23.0,Oui
MNTP_000340,Abords parking Rue Azalaïs d'Altier,19720101.0,Rue Azalaïs d'Altier,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,8.0,Non
MNTP_000425,Crèche Les Boutons d'Or,19900101.0,Avenue de Saint-Lazare,Centre,Verdanson,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,0.0,Oui
MNTP_001028,Abords Rue de Malbosc,20051124.0,Rue de Malbosc,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,7.0,Non
MNTP_000441,Abords Avenue de la Pompignane - Sud,19900501.0,Avenue de la Pompignane,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_001289,ZAE Garosud - Rue de Montels-Église - Sud,20160104.0,Rue de Montels-Église,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,18.0,Non
MNTP_001290,ZAE Garosud - Rue Nicolas Chédeville,20160104.0,Rue Nicolas Chédeville,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001292,ZAE Garosud - Rue Georges Onslow,20160104.0,Rue Georges Onslow,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,36.0,Non
MNTP_001084,École maternelle Geneviève De Gaulle Anthonioz,20080101.0,10 Chemin des Barques,Est,Port Marianne,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,3.0,Non
MNTP_000122,Ilot Avenue d'Assas,19820101.0,Avenue d'Assas,Centre,Peyrou,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001293,ZAE Garosud - Avenue Étienne Méhul - Sud,20160104.0,Avenue Étienne Méhul,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,5.0,Non
MNTP_000934,Abords ACM Mas de Villaret,20010101.0,Rue du Mas de Villaret,Sud,Croix d'Argent,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,0.0,Non
MNTP_001112,Square du Père Bonnet,20110201.0,2 Rue du Père Bonnet,Centre,Peyrou,Montpellier,Non,Commune,2.0,Oui,1. Parcs et squares,0.0,Oui
MNTP_001211,ZAE Garosud - Rue de la Castelle,20160104.0,Rue de la Castelle,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,79.0,Non
MNTP_001264,Abords Avenue de la Reine Hélène d'Italie,20200612.0,Avenue de la Reine Hélène d'Italie,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000784,Abords Piscine olympique d'Antigone,19960615.0,Avenue Jacques Cartier,Centre,Antigone,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,15.0,Non
MNTP_000754,Passage Eglise Celleneuve,19940627.0,Rue du Bassin,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,6. Espaces verts écoles et crèches,0.0,Non
MNTP_000931,Abords ACM La Justice,20010101.0,Avenue de la Justice de Castelnau,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,54.0,Non
MNTP_000305,Domaine de Grammont - Bois de la Chaumière,18500101.0,Avenue Albert Einstein,Est,Grammont,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,40.0,Non
MNTP_000933,Abords ACM Aiguelongue 2,20010101.0,Rue de Montasinos,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,Commune,0.0,Non,4. Acc. d'habitations,56.0,Non
MNTP_001297,ZAE Garosud Nord - Rue Patrice Lumumba - Est,20160105.0,Rue Patrice Lumumba,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,95.0,Non
MNTP_000771,Ilot Rue Antoine-Laurent Jussieu,19950210.0,Rue Antoine-Laurent Jussieu,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_001322,ZAE Garosud - Rue François-Joseph Gossec - Centre,19930101.0,Entre Rond-Point du Mas d'Astre et Henri Rol-Tanguy,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,41.0,Non
MNTP_001320,ZAE Garosud - Rue François-Joseph Gossec - Est,19930101.0,Rue François-Joseph Gossec,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,20.0,Non
MNTP_001323,ZAE Garosud - Rue Raymond Recouly,19930101.0,Rue Raymond Recouly,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,75.0,Non
MNTP_001326,ZAE Garosud - Avenue Étienne Méhul - Nord,19930101.0,Avenue Étienne Méhul,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001041,Tram Ligne 1 - Abords Avenue de l'Europe,20001006.0,Avenue de l'Europe,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000750,Rond-point Rue d'Ajaccio,19940603.0,Rue d'Ajaccio,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,1.0,Non
MNTP_001305,Abords Rue Henri Lagatu,20141215.0,Rue Henri Lagatu,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000112,Ilots Moularès - Angle Avenue du Petit Train,19870101.0,Chemin de Moularès - Avenue du Petit Train,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000018,Esplanade Charles de Gaulle,17790101.0,Bd Sarrail,Centre,Écusson,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,163.0,Oui
MNTP_001307,Tram Ligne 1 - Abords Route de Ganges,20001006.0,Route de Ganges,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001273,Berges du Lez - ZAC Rive Gauche,20230821.0,Allée de la Méditerranée,Est,Port Marianne,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,94.0,Non
MNTP_000765,Abords Rond-point de la Lyre,19950101.0,Avenue des Moulins,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,62.0,Non
MNTP_001311,Abords Route de Ganges,19950101.0,Route de Ganges,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000440,Abords Rue des Bouisses,19900301.0,Rue des Bouisses,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001090,Tram Ligne 2 - Abords Rue Professeur Léon Vallois,20070601.0,Rue Professeur Léon Vallois,Centre,Verdanson,Montpellier,Non,Commune,0.0,Non,2. Acc. de voiries,28.0,Non
MNTP_001220,Abords Rue de Las Sorbes,20160322.0,Rue de Las Sorbes,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,10.0,Non
MNTP_000078,Berges de la Mosson - Sud,18991231.0,Avenue de Heidelberg,Nord-Ouest,Mosson,Montpellier,Non,Commune,3.0,Non,9. Espaces de nature,30.0,Oui
MNTP_001329,Abords Rue de la Madeleine,20070601.0,Rue de la Madeleine,Sud,Croix d'Argent,Montpellier,Non,SA3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000087,Abords et Rond-point Flandres-Dunckerque,19870101.0,Place Flandres-Dunkerque,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000850,Abords Jardins Familiaux de Malbosc I,20040901.0,Avenue Aglaé Adanson,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,0.0,Non,1. Parcs et squares,0.0,En partie
MNTP_000652,Rond-Point Paul-Louis Bret,19930101.0,Rond-Point Paul-Louis Bret,Sud,Prés d'Arènes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001145,Abords Avenue Pablo Neruda,20141222.0,Avenue Pablo Neruda,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000646,Abords Rue André Le Nôtre,19910401.0,Rue André Le Nôtre,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,31.0,Non
MNTP_001144,Abords Rue du Professeur Blayac,20141222.0,Rue du Professeur Blayac,Nord-Ouest,Mosson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001120,Parc du Rieucoulon - Plantations,20110401.0,Rue de Bugarel - Rue du Pas du Loup,Sud,Croix d'Argent,Montpellier,Non,Commune,4.0,Non,1. Parcs et squares,0.0,Oui
MNTP_000825,Garosud CTM,19000101.0,Avenue Étienne Méhul,Sud,Croix d'Argent,Montpellier,Non,Commune,2.0,Oui,3. Acc. de bât. et équipements publics,30.0,Oui
MNTP_000881,Abords Avenue de Rome,19991027.0,Avenue de Rome,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,9.0,Non
MNTP_001349,Abords Carrefour de Londres,20010221.0,Carrefour de Londres,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,41.0,Non
MNTP_000909,Abords Boulevard Pénélope,20010221.0,Boulevard Pénélope,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,81.0,Non
MNTP_001351,Place Odysseum,19980331.0,Place Odysseum,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,15.0,Non
MNTP_001094,Abords Rue de la Tour de Candelon,20090101.0,Rue de la Tour de Candelon,Nord-Ouest,Hôpitaux - Facultés,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000346,Abords Rue Bertrand de Born,19720101.0,Rue Bertrand de Born,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_001298,ZAE Garosud Nord - Rue Ettore Bugatti,20160105.0,Rue Ettore Bugatti,Sud,Croix d'Argent,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,39.0,Non
MNTP_000377,Ilot Rue du Pioch de Boutonnet,19900101.0,Rue du Pioch de Boutonnet,Centre,Verdanson,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000761,Berges du Rieutord,19941011.0,Avenue de l'Europe,Nord-Ouest,Mosson,Montpellier,Non,Commune,0.0,Non,9. Espaces de nature,0.0,Non
MNTP_000868,Abords Rue Claude Chappe,19990716.0,Rue Claude Chappe,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000801,Ilots Rue des Gabares,19950315.0,Rue des Gabares,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000011,Parc Edith Piaf,19881201.0,Avenue de Saint-Lazare,Centre,Verdanson,Montpellier,Oui,Commune,3.0,Oui,1. Parcs et squares,0.0,Oui
MNTP_000753,Abords Rue Denis Papin,19940615.0,Rue Denis Papin,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,82.0,Non
MNTP_001114,Parc Montcalm,20110101.0,Rue des Chasseurs,Sud,Croix d'Argent,Montpellier,Oui,Commune,4.0,Oui,1. Parcs et squares,908.0,Oui
MNTP_000009,Parc Sophie Desmarets,19780101.0,Avenue de Heidelberg,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,5.0,Non,1. Parcs et squares,78.0,Oui
MNTP_000342,Abords École maternelle Averroes,19700101.0,Rue Jaufre Rudel,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,Commune,1.0,Non,6. Espaces verts écoles et crèches,7.0,Oui
MNTP_001050,Tram Ligne 1 - Ilots Port Marianne,20001006.0,Avenue du Mondial 98,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000061,Ilot Avenue de la Récambale,19890101.0,Avenue de la Récambale,Nord-Ouest,Cévennes,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
MNTP_000832,Médiathèques Jean-Jacques Rousseau,19970816.0,Rue de la Narbonnaise,Nord-Ouest,Les Hauts de Massane,Montpellier,Non,3M,0.0,Non,3. Acc. de bât. et équipements publics,11.0,Non
MNTP_001108,Rond-point de Pinville,20101001.0,Rue de Pinville,Est,Port Marianne,Montpellier,Non,3M,0.0,Non,2. Acc. de voiries,0.0,Non
